Year,Country ISO3 code,Country name,Holding institute code,Holding institute name,Accession number,Taxon,Genus,Species,Accepted Genus,Accepted Species,Crop name,Acquisition date (YYYY/MM),Country of origin (ISO3),Country of origin,Biological status,Genebank(s) holding safety duplications - code,Genebank(s) holding safety duplications,Latitude of collecting site (decimal degrees format),Longitude of collecting site (decimal degrees format),Collecting/acquisition source,Type of germplasm storage,Status under the Multilateral System,DOI,Data owner,Data owner details,Source of information
2022,"PRT","Portugal","PRT102","PRT102 - Banco de Germoplasma - Universidade da Madeira","ISOP 113","Triticum aestivum","Triticum","aestivum","Triticum","aestivum","Common wheat","1997","PRT","Portugal","300) Traditional cultivar/Landrace","","","33.027217","-16.378814","20) Farm or cultivated habitat","12) Seed medium-term;13) Seed long-term","Included","","Banco de Germoplasma - Universidade da Madeira","http://www.fao.org/wiews/data/organizations/en/?instcode=PRT102","FAO-WIEWS (http://www.fao.org/wiews)"
2022,"PRT","Portugal","PRT102","PRT102 - Banco de Germoplasma - Universidade da Madeira","ISOP 78","Triticum aestivum","Triticum","aestivum","Triticum","aestivum","Common wheat","1997","PRT","Portugal","300) Traditional cultivar/Landrace","","","32.772666","-16.855","20) Farm or cultivated habitat","12) Seed medium-term;13) Seed long-term","Included","","Banco de Germoplasma - Universidade da Madeira","http://www.fao.org/wiews/data/organizations/en/?instcode=PRT102","FAO-WIEWS (http://www.fao.org/wiews)"
2022,"PRT","Portugal","PRT102","PRT102 - Banco de Germoplasma - Universidade da Madeira","ISOP 124","Triticum aestivum","Triticum","aestivum","Triticum","aestivum","Common wheat","1997","PRT","Portugal","300) Traditional cultivar/Landrace","","","32.704833","-16.835833","20) Farm or cultivated habitat","12) Seed medium-term;13) Seed long-term","Included","","Banco de Germoplasma - Universidade da Madeira","http://www.fao.org/wiews/data/organizations/en/?instcode=PRT102","FAO-WIEWS (http://www.fao.org/wiews)"
2022,"PRT","Portugal","PRT102","PRT102 - Banco de Germoplasma - Universidade da Madeira","ISOP 114","Triticum sp.","Triticum","sp.","Triticum","","Wheat","1998","PRT","Portugal","300) Traditional cultivar/Landrace","","","32.669666","-17.025833","20) Farm or cultivated habitat","12) Seed medium-term;13) Seed long-term","Included","","Banco de Germoplasma - Universidade da Madeira","http://www.fao.org/wiews/data/organizations/en/?instcode=PRT102","FAO-WIEWS (http://www.fao.org/wiews)"
2022,"PRT","Portugal","PRT102","PRT102 - Banco de Germoplasma - Universidade da Madeira","ISOP 117","Triticum aestivum","Triticum","aestivum","Triticum","aestivum","Common wheat","1998","PRT","Portugal","300) Traditional cultivar/Landrace","","","32.672","-17.023","20) Farm or cultivated habitat","12) Seed medium-term;13) Seed long-term","Included","","Banco de Germoplasma - Universidade da Madeira","http://www.fao.org/wiews/data/organizations/en/?instcode=PRT102","FAO-WIEWS (http://www.fao.org/wiews)"
2022,"PRT","Portugal","PRT102","PRT102 - Banco de Germoplasma - Universidade da Madeira","ISOP 119","Triticum aestivum","Triticum","aestivum","Triticum","aestivum","Common wheat","1998","PRT","Portugal","300) Traditional cultivar/Landrace","","","32.853","-17.168666","20) Farm or cultivated habitat","12) Seed medium-term;13) Seed long-term","Included","","Banco de Germoplasma - Universidade da Madeira","http://www.fao.org/wiews/data/organizations/en/?instcode=PRT102","FAO-WIEWS (http://www.fao.org/wiews)"
2022,"PRT","Portugal","PRT102","PRT102 - Banco de Germoplasma - Universidade da Madeira","ISOP 115","Triticum aestivum","Triticum","aestivum","Triticum","aestivum","Common wheat","1998","PRT","Portugal","300) Traditional cultivar/Landrace","","","32.668833","-17.020666","20) Farm or cultivated habitat","12) Seed medium-term;13) Seed long-term","Included","","Banco de Germoplasma - Universidade da Madeira","http://www.fao.org/wiews/data/organizations/en/?instcode=PRT102","FAO-WIEWS (http://www.fao.org/wiews)"
2022,"PRT","Portugal","PRT102","PRT102 - Banco de Germoplasma - Universidade da Madeira","ISOP 208","Triticum aestivum","Triticum","aestivum","Triticum","aestivum","Common wheat","1998","PRT","Portugal","300) Traditional cultivar/Landrace","","","32.672333","-17.023166","20) Farm or cultivated habitat","12) Seed medium-term;13) Seed long-term","Included","","Banco de Germoplasma - Universidade da Madeira","http://www.fao.org/wiews/data/organizations/en/?instcode=PRT102","FAO-WIEWS (http://www.fao.org/wiews)"
2022,"PRT","Portugal","PRT102","PRT102 - Banco de Germoplasma - Universidade da Madeira","ISOP 120","Triticum aestivum","Triticum","aestivum","Triticum","aestivum","Common wheat","1998","PRT","Portugal","300) Traditional cultivar/Landrace","","","32.757","-16.824333","20) Farm or cultivated habitat","12) Seed medium-term;13) Seed long-term","Included","","Banco de Germoplasma - Universidade da Madeira","http://www.fao.org/wiews/data/organizations/en/?instcode=PRT102","FAO-WIEWS (http://www.fao.org/wiews)"
2022,"PRT","Portugal","PRT102","PRT102 - Banco de Germoplasma - Universidade da Madeira","ISOP 290","Triticum aestivum","Triticum","aestivum","Triticum","aestivum","Common wheat","1998","PRT","Portugal","300) Traditional cultivar/Landrace","","","32.731841","-16.791291","20) Farm or cultivated habitat","12) Seed medium-term;13) Seed long-term","Included","","Banco de Germoplasma - Universidade da Madeira","http://www.fao.org/wiews/data/organizations/en/?instcode=PRT102","FAO-WIEWS (http://www.fao.org/wiews)"
2022,"PRT","Portugal","PRT102","PRT102 - Banco de Germoplasma - Universidade da Madeira","ISOP 118","Triticum aestivum","Triticum","aestivum","Triticum","aestivum","Common wheat","1998","PRT","Portugal","300) Traditional cultivar/Landrace","","","32.691666","-17.024166","20) Farm or cultivated habitat","12) Seed medium-term;13) Seed long-term","Included","","Banco de Germoplasma - Universidade da Madeira","http://www.fao.org/wiews/data/organizations/en/?instcode=PRT102","FAO-WIEWS (http://www.fao.org/wiews)"
2022,"PRT","Portugal","PRT102","PRT102 - Banco de Germoplasma - Universidade da Madeira","ISOP 116","Triticum aestivum","Triticum","aestivum","Triticum","aestivum","Common wheat","1998","PRT","Portugal","300) Traditional cultivar/Landrace","","","32.674","-17.026166","20) Farm or cultivated habitat","12) Seed medium-term;13) Seed long-term","Included","","Banco de Germoplasma - Universidade da Madeira","http://www.fao.org/wiews/data/organizations/en/?instcode=PRT102","FAO-WIEWS (http://www.fao.org/wiews)"
2022,"PRT","Portugal","PRT102","PRT102 - Banco de Germoplasma - Universidade da Madeira","ISOP 121","Triticum turgidum","Triticum","turgidum","Triticum","turgidum","Timopheev's wheat","1998","PRT","Portugal","300) Traditional cultivar/Landrace","","","32.691666","-17.024166","20) Farm or cultivated habitat","12) Seed medium-term;13) Seed long-term","Included","","Banco de Germoplasma - Universidade da Madeira","http://www.fao.org/wiews/data/organizations/en/?instcode=PRT102","FAO-WIEWS (http://www.fao.org/wiews)"
2022,"PRT","Portugal","PRT102","PRT102 - Banco de Germoplasma - Universidade da Madeira","ISOP 183","Triticum sp.","Triticum","sp.","Triticum","","Wheat","1999","PRT","Portugal","300) Traditional cultivar/Landrace","","","32.703","-17.025666","20) Farm or cultivated habitat","12) Seed medium-term;13) Seed long-term","Included","","Banco de Germoplasma - Universidade da Madeira","http://www.fao.org/wiews/data/organizations/en/?instcode=PRT102","FAO-WIEWS (http://www.fao.org/wiews)"
2022,"PRT","Portugal","PRT102","PRT102 - Banco de Germoplasma - Universidade da Madeira","ISOP 286","Triticum sp.","Triticum","sp.","Triticum","","Wheat","1999","PRT","Portugal","300) Traditional cultivar/Landrace","","","32.851333","-17.184333","20) Farm or cultivated habitat","12) Seed medium-term;13) Seed long-term","Included","","Banco de Germoplasma - Universidade da Madeira","http://www.fao.org/wiews/data/organizations/en/?instcode=PRT102","FAO-WIEWS (http://www.fao.org/wiews)"
2022,"PRT","Portugal","PRT102","PRT102 - Banco de Germoplasma - Universidade da Madeira","ISOP 257","Triticum sp.","Triticum","sp.","Triticum","","Wheat","1999","","","300) Traditional cultivar/Landrace","","","","","20) Farm or cultivated habitat","12) Seed medium-term;13) Seed long-term","Included","","Banco de Germoplasma - Universidade da Madeira","http://www.fao.org/wiews/data/organizations/en/?instcode=PRT102","FAO-WIEWS (http://www.fao.org/wiews)"
2022,"PRT","Portugal","PRT102","PRT102 - Banco de Germoplasma - Universidade da Madeira","ISOP 255","Triticum sp.","Triticum","sp.","Triticum","","Wheat","1999","PRT","Portugal","300) Traditional cultivar/Landrace","","","32.7769","-17.0311","20) Farm or cultivated habitat","12) Seed medium-term;13) Seed long-term","Included","","Banco de Germoplasma - Universidade da Madeira","http://www.fao.org/wiews/data/organizations/en/?instcode=PRT102","FAO-WIEWS (http://www.fao.org/wiews)"
2022,"PRT","Portugal","PRT102","PRT102 - Banco de Germoplasma - Universidade da Madeira","ISOP 260","Triticum sp.","Triticum","sp.","Triticum","","Wheat","1999","PRT","Portugal","300) Traditional cultivar/Landrace","","","32.823088","-16.993418","20) Farm or cultivated habitat","12) Seed medium-term;13) Seed long-term","Included","","Banco de Germoplasma - Universidade da Madeira","http://www.fao.org/wiews/data/organizations/en/?instcode=PRT102","FAO-WIEWS (http://www.fao.org/wiews)"
2022,"PRT","Portugal","PRT102","PRT102 - Banco de Germoplasma - Universidade da Madeira","ISOP 289","Triticum aestivum","Triticum","aestivum","Triticum","aestivum","Common wheat","1999","PRT","Portugal","300) Traditional cultivar/Landrace","","","32.801102","-16.960607","20) Farm or cultivated habitat","12) Seed medium-term;13) Seed long-term","Included","","Banco de Germoplasma - Universidade da Madeira","http://www.fao.org/wiews/data/organizations/en/?instcode=PRT102","FAO-WIEWS (http://www.fao.org/wiews)"
2022,"PRT","Portugal","PRT102","PRT102 - Banco de Germoplasma - Universidade da Madeira","ISOP 251","Triticum aestivum","Triticum","aestivum","Triticum","aestivum","Common wheat","1999","PRT","Portugal","300) Traditional cultivar/Landrace","","","32.816336","-16.972331","20) Farm or cultivated habitat","12) Seed medium-term;13) Seed long-term","Included","","Banco de Germoplasma - Universidade da Madeira","http://www.fao.org/wiews/data/organizations/en/?instcode=PRT102","FAO-WIEWS (http://www.fao.org/wiews)"
2022,"PRT","Portugal","PRT102","PRT102 - Banco de Germoplasma - Universidade da Madeira","ISOP 285","Triticum aestivum","Triticum","aestivum","Triticum","aestivum","Common wheat","1999","PRT","Portugal","300) Traditional cultivar/Landrace","","","32.659063","-16.924327","20) Farm or cultivated habitat","12) Seed medium-term;13) Seed long-term","Included","","Banco de Germoplasma - Universidade da Madeira","http://www.fao.org/wiews/data/organizations/en/?instcode=PRT102","FAO-WIEWS (http://www.fao.org/wiews)"
2022,"PRT","Portugal","PRT102","PRT102 - Banco de Germoplasma - Universidade da Madeira","ISOP 258","Triticum aestivum","Triticum","aestivum","Triticum","aestivum","Common wheat","1999","PRT","Portugal","300) Traditional cultivar/Landrace","","","32.696959","-17.099875","20) Farm or cultivated habitat","12) Seed medium-term;13) Seed long-term","Included","","Banco de Germoplasma - Universidade da Madeira","http://www.fao.org/wiews/data/organizations/en/?instcode=PRT102","FAO-WIEWS (http://www.fao.org/wiews)"
2022,"PRT","Portugal","PRT102","PRT102 - Banco de Germoplasma - Universidade da Madeira","ISOP 252","Triticum aestivum","Triticum","aestivum","Triticum","aestivum","Common wheat","1999","PRT","Portugal","300) Traditional cultivar/Landrace","","","32.819834","-16.970581","20) Farm or cultivated habitat","12) Seed medium-term;13) Seed long-term","Included","","Banco de Germoplasma - Universidade da Madeira","http://www.fao.org/wiews/data/organizations/en/?instcode=PRT102","FAO-WIEWS (http://www.fao.org/wiews)"
2022,"PRT","Portugal","PRT102","PRT102 - Banco de Germoplasma - Universidade da Madeira","ISOP 259","Triticum turgidum","Triticum","turgidum","Triticum","turgidum","Timopheev's wheat","1999","PRT","Portugal","300) Traditional cultivar/Landrace","","","32.823088","-16.993418","20) Farm or cultivated habitat","12) Seed medium-term;13) Seed long-term","Included","","Banco de Germoplasma - Universidade da Madeira","http://www.fao.org/wiews/data/organizations/en/?instcode=PRT102","FAO-WIEWS (http://www.fao.org/wiews)"
2022,"PRT","Portugal","PRT102","PRT102 - Banco de Germoplasma - Universidade da Madeira","ISOP 243","Triticum aestivum","Triticum","aestivum","Triticum","aestivum","Common wheat","2000","PRT","Portugal","300) Traditional cultivar/Landrace","","","32.819333","-16.885833","20) Farm or cultivated habitat","12) Seed medium-term;13) Seed long-term","Included","","Banco de Germoplasma - Universidade da Madeira","http://www.fao.org/wiews/data/organizations/en/?instcode=PRT102","FAO-WIEWS (http://www.fao.org/wiews)"
2022,"PRT","Portugal","PRT102","PRT102 - Banco de Germoplasma - Universidade da Madeira","ISOP 265","Triticum aestivum","Triticum","aestivum","Triticum","aestivum","Common wheat","2000","PRT","Portugal","300) Traditional cultivar/Landrace","","","32.698268","-16.865861","20) Farm or cultivated habitat","12) Seed medium-term;13) Seed long-term","Included","","Banco de Germoplasma - Universidade da Madeira","http://www.fao.org/wiews/data/organizations/en/?instcode=PRT102","FAO-WIEWS (http://www.fao.org/wiews)"
2022,"PRT","Portugal","PRT102","PRT102 - Banco de Germoplasma - Universidade da Madeira","ISOP 244","Triticum aestivum","Triticum","aestivum","Triticum","aestivum","Common wheat","2000","CAN","Canada","400) Breeding/research material","","","56.130367","-106.346769","20) Farm or cultivated habitat","12) Seed medium-term;13) Seed long-term","Included","","Banco de Germoplasma - Universidade da Madeira","http://www.fao.org/wiews/data/organizations/en/?instcode=PRT102","FAO-WIEWS (http://www.fao.org/wiews)"
2022,"PRT","Portugal","PRT102","PRT102 - Banco de Germoplasma - Universidade da Madeira","ISOP 249","Triticum aestivum","Triticum","aestivum","Triticum","aestivum","Common wheat","2000","PRT","Portugal","300) Traditional cultivar/Landrace","","","32.666848","-16.816346","20) Farm or cultivated habitat","12) Seed medium-term;13) Seed long-term","Included","","Banco de Germoplasma - Universidade da Madeira","http://www.fao.org/wiews/data/organizations/en/?instcode=PRT102","FAO-WIEWS (http://www.fao.org/wiews)"
2022,"PRT","Portugal","PRT102","PRT102 - Banco de Germoplasma - Universidade da Madeira","ISOP 264","Triticum aestivum","Triticum","aestivum","Triticum","aestivum","Common wheat","2000","PRT","Portugal","300) Traditional cultivar/Landrace","","","32.666848","-16.816346","20) Farm or cultivated habitat","12) Seed medium-term;13) Seed long-term","Included","","Banco de Germoplasma - Universidade da Madeira","http://www.fao.org/wiews/data/organizations/en/?instcode=PRT102","FAO-WIEWS (http://www.fao.org/wiews)"
2022,"PRT","Portugal","PRT102","PRT102 - Banco de Germoplasma - Universidade da Madeira","ISOP 319","Triticum sp.","Triticum","sp.","Triticum","","Wheat","2001","PRT","Portugal","300) Traditional cultivar/Landrace","","","32.727397","-17.026631","20) Farm or cultivated habitat","12) Seed medium-term;13) Seed long-term","Included","","Banco de Germoplasma - Universidade da Madeira","http://www.fao.org/wiews/data/organizations/en/?instcode=PRT102","FAO-WIEWS (http://www.fao.org/wiews)"
2022,"PRT","Portugal","PRT102","PRT102 - Banco de Germoplasma - Universidade da Madeira","ISOP 338","Triticum sp.","Triticum","sp.","Triticum","","Wheat","2001","PER","Peru","300) Traditional cultivar/Landrace","","","-9.189966","-75.015152","20) Farm or cultivated habitat","12) Seed medium-term;13) Seed long-term","Included","","Banco de Germoplasma - Universidade da Madeira","http://www.fao.org/wiews/data/organizations/en/?instcode=PRT102","FAO-WIEWS (http://www.fao.org/wiews)"
2022,"PRT","Portugal","PRT102","PRT102 - Banco de Germoplasma - Universidade da Madeira","ISOP 288","Triticum sp.","Triticum","sp.","Triticum","","Wheat","2001","","","300) Traditional cultivar/Landrace","","","","","20) Farm or cultivated habitat","12) Seed medium-term;13) Seed long-term","Included","","Banco de Germoplasma - Universidade da Madeira","http://www.fao.org/wiews/data/organizations/en/?instcode=PRT102","FAO-WIEWS (http://www.fao.org/wiews)"
2022,"PRT","Portugal","PRT102","PRT102 - Banco de Germoplasma - Universidade da Madeira","ISOP 357","Triticum sp.","Triticum","sp.","Triticum","","Wheat","2001","PER","Peru","300) Traditional cultivar/Landrace","","","-9.189966","-75.015152","20) Farm or cultivated habitat","12) Seed medium-term;13) Seed long-term","Included","","Banco de Germoplasma - Universidade da Madeira","http://www.fao.org/wiews/data/organizations/en/?instcode=PRT102","FAO-WIEWS (http://www.fao.org/wiews)"
2022,"PRT","Portugal","PRT102","PRT102 - Banco de Germoplasma - Universidade da Madeira","ISOP 291","Triticum aestivum","Triticum","aestivum","Triticum","aestivum","Common wheat","2001","PRT","Portugal","300) Traditional cultivar/Landrace","","","32.667033","-16.816776","20) Farm or cultivated habitat","12) Seed medium-term;13) Seed long-term","Included","","Banco de Germoplasma - Universidade da Madeira","http://www.fao.org/wiews/data/organizations/en/?instcode=PRT102","FAO-WIEWS (http://www.fao.org/wiews)"
2022,"PRT","Portugal","PRT102","PRT102 - Banco de Germoplasma - Universidade da Madeira","ISOP 414","Triticum aestivum","Triticum","aestivum","Triticum","aestivum","Common wheat","2002","BRA","Brazil","400) Breeding/research material","","","-14.235006","-51.925279","20) Farm or cultivated habitat","12) Seed medium-term;13) Seed long-term","Included","","Banco de Germoplasma - Universidade da Madeira","http://www.fao.org/wiews/data/organizations/en/?instcode=PRT102","FAO-WIEWS (http://www.fao.org/wiews)"
2022,"PRT","Portugal","PRT102","PRT102 - Banco de Germoplasma - Universidade da Madeira","EXOP 1691","Triticum sp.","Triticum","sp.","Triticum","","Wheat","2004","","","300) Traditional cultivar/Landrace","","","38.707628","-9.182305","20) Farm or cultivated habitat","12) Seed medium-term;13) Seed long-term","Included","","Banco de Germoplasma - Universidade da Madeira","http://www.fao.org/wiews/data/organizations/en/?instcode=PRT102","FAO-WIEWS (http://www.fao.org/wiews)"
2022,"PRT","Portugal","PRT102","PRT102 - Banco de Germoplasma - Universidade da Madeira","EXOP 1706","Triticum sp.","Triticum","sp.","Triticum","","Wheat","2004","","","300) Traditional cultivar/Landrace","","","38.707628","-9.182305","20) Farm or cultivated habitat","12) Seed medium-term;13) Seed long-term","Included","","Banco de Germoplasma - Universidade da Madeira","http://www.fao.org/wiews/data/organizations/en/?instcode=PRT102","FAO-WIEWS (http://www.fao.org/wiews)"
2022,"PRT","Portugal","PRT102","PRT102 - Banco de Germoplasma - Universidade da Madeira","EXOP 1705","Triticum sp.","Triticum","sp.","Triticum","","Wheat","2004","","","300) Traditional cultivar/Landrace","","","38.707628","-9.182305","20) Farm or cultivated habitat","12) Seed medium-term;13) Seed long-term","Included","","Banco de Germoplasma - Universidade da Madeira","http://www.fao.org/wiews/data/organizations/en/?instcode=PRT102","FAO-WIEWS (http://www.fao.org/wiews)"
2022,"PRT","Portugal","PRT102","PRT102 - Banco de Germoplasma - Universidade da Madeira","EXOP 1693","Triticum sp.","Triticum","sp.","Triticum","","Wheat","2004","","","300) Traditional cultivar/Landrace","","","38.707628","-9.182305","20) Farm or cultivated habitat","12) Seed medium-term;13) Seed long-term","Included","","Banco de Germoplasma - Universidade da Madeira","http://www.fao.org/wiews/data/organizations/en/?instcode=PRT102","FAO-WIEWS (http://www.fao.org/wiews)"
2022,"PRT","Portugal","PRT102","PRT102 - Banco de Germoplasma - Universidade da Madeira","EXOP 1721","Triticum sp.","Triticum","sp.","Triticum","","Wheat","2004","","","300) Traditional cultivar/Landrace","","","38.707628","-9.182305","20) Farm or cultivated habitat","12) Seed medium-term;13) Seed long-term","Included","","Banco de Germoplasma - Universidade da Madeira","http://www.fao.org/wiews/data/organizations/en/?instcode=PRT102","FAO-WIEWS (http://www.fao.org/wiews)"
2022,"PRT","Portugal","PRT102","PRT102 - Banco de Germoplasma - Universidade da Madeira","EXOP 1702","Triticum sp.","Triticum","sp.","Triticum","","Wheat","2004","","","300) Traditional cultivar/Landrace","","","38.707628","-9.182305","20) Farm or cultivated habitat","12) Seed medium-term;13) Seed long-term","Included","","Banco de Germoplasma - Universidade da Madeira","http://www.fao.org/wiews/data/organizations/en/?instcode=PRT102","FAO-WIEWS (http://www.fao.org/wiews)"
